cm,type,field,text_id,target_tokens,target_tags,sentence,context,det,specialized_lang,det_sum,selection_features
M70,Parties organisées,law,text_id d00075,"['configurados', 'en', 'función', 'de', 'las', 'zonas', 'geográficas', 'a']","['VC--PM', 'P', 'N5-FS', 'P', 'AFP', 'N5-FP', 'JQ--FP', 'P']",configurados en función de las zonas geográficas a,"de miembros Vocales_del_Consejo_Rector , para su designación de entre colectivos de sociosconfigurados en función de las zonas geográficas aque la Sociedad extiende su actividad cooperativizada , o en función de",['AFP'],TRUE,def,M70_law_def
M70,Parties organisées,law,text_id d00116,"['configura', 'en', 'el', 'Título_I', 'de', 'la', 'Ley', 'como', 'instrumento', 'garantizador']","['VDR3S-', 'P', 'AMS', 'N4666', 'P', 'AFS', 'N4666', 'D', 'N5-MS', 'JQ--MS']",configura en el Título_I de la Ley como instrumento garantizador,"interés general . Así , el Protectorado ejercitado por las Administraciones_Públicas seconfigura en el Título_I de la Ley como instrumento garantizadorde el recto ejercicio de el derecho de Fundación , sin llegar","['AMS', 'AFS']",TRUE,def,M70_law_def
M70,Parties organisées,linguistics,text_id l00094,"['construido', 'en', 'forma', 'de', 'base', 'de', 'datos', 'y', 'en', 'el']","['VC--SM', 'P', 'N5-FS', 'P', 'N5-FS', 'P', 'N5-MP', 'C', 'P', 'AMS']",construido en forma de base de datos y en el,"a ese tipo de diccionario que tiene soporte digital , que estáconstruido en forma de base de datos y en elque está presente casi siempre la hipertextualidad ( características que proceden ,",['AMS'],TRUE,def,M70_linguistics_def
M70,Parties organisées,linguistics,text_id l00325,"['construye', 'en', 'la', 'interacción', 'con', 'el', 'usuario']","['VDR3S-', 'P', 'AFS', 'N5-FS', 'P', 'AMS', 'N5-MS']",construye en la interacción con el usuario,"no tiene sentido en sí mismo , sino que ese sentido seconstruye en la interacción con el usuario: las expresiones de el texto activan determinados conocimientos en el intérprete","['AFS', 'AMS']",TRUE,def,M70_linguistics_def
M70,Parties organisées,linguistics,text_id l00386,"['construir', 'en', 'el', 'profesorado', 'de', 'química', 'una', 'imagen', 'de', 'ciencia']","['VI----', 'P', 'AMS', 'N5-MS', 'P', 'JQ--FS', 'E6--FS', 'N5-FS', 'P', 'N5-FS']",construir en el profesorado de química una imagen de ciencia,historia de la química pueden ser una herramienta de gran utilidad paraconstruir en el profesorado de química una imagen de cienciaque sintonice con las ideas fundamentales de la didáctica de las ciencias,"['AMS', 'E6--FS']",TRUE,mix,M70_linguistics_mix
M70,Parties organisées,linguistics,text_id l00053,"['construye', 'en', 'el', 'marco', 'de', 'una', 'teoría', 'científica', 'y', 'por']","['VDR3S-', 'P', 'AMS', 'N5-MS', 'P', 'E6--FS', 'N5-FS', 'JQ--FS', 'C', 'P']",construye en el marco de una teoría científica y por,hace y por_qué . Se puede considerar que la experiencia científica seconstruye en el marco de una teoría científica y poresto se puede hablar de ella en un lenguaje científico que es,"['AMS', 'E6--FS']",TRUE,mix,M70_linguistics_mix
M70,Parties organisées,medicine,text_id m00884,"['construidos', 'en', 'el', 'laboratorio', 'con', 'muchos', 'genes', 'deseados']","['VC--PM', 'P', 'AMS', 'N5-MS', 'P', 'EF--MP', 'N5-MP', 'VC--PM']",construidos en el laboratorio con muchos genes deseados,"ejemplo introduciendo en lugar de genes , cromosomas enteros , cromosomas artificialesconstruidos en el laboratorio con muchos genes deseados. Después se escogerían los embriones adecuados , si previamente se han",['AMS'],TRUE,def,M70_medicine_def
M70,Parties organisées,medicine,text_id m00148,"['compuesto', 'en', 'el', 'siglo', 'V', 'o', 'en', 'el', 'siglo', 'III']","['VC--SM', 'P', 'AMS', 'N5-MS', 'X', 'C', 'P', 'AMS', 'N5-MS', 'X']",compuesto en el siglo V o en el siglo III,"la medicina hipocrática . Coico o cnidio , neumático o humoral ,compuesto en el siglo V o en el siglo III, hay algún escrito de el C._H. cuya última raíz no sea","['AMS', 'AMS']",TRUE,def,M70_medicine_def
M70,Parties organisées,medicine,text_id m00187,"['compuesta', 'en', 'parte', 'de', 'filagrina', 'derivada', 'de', 'los']","['VC--SF', 'P', 'N5-6S', 'P', 'N5-FS', 'VC--SF', 'P', 'AMP']",compuesta en parte de filagrina derivada de los,"filamentos de queratina embebidos en una matriz interfilamentosa ( 5.15 ) ,compuesta en parte de filagrina derivada de losgránulos de queratohialina . En los cortes finos teñidos se han descrito",['AMP'],TRUE,def,M70_medicine_def
M70,Parties organisées,medicine,text_id m00136,"['construye', 'en', 'base', 'a', 'un', 'conocimiento', 'previo']","['VDR3S-', 'P', 'N5-FS', 'P', 'J6--MS', 'N5-MS', 'JQ--MS']",construye en base a un conocimiento previo,"pensamiento . Es algo que requiere disciplina , experiencia previa y seconstruye en base a un conocimiento previo. No es simplemente libre expresión . Características de el trabajo creativo",[],TRUE,no_det,M70_medicine_no_det
M70,Parties organisées,medicine,text_id m00598,"['compuesto', 'en', 'principio', 'por', 'científicos', 'expertos', 'de', 'renombre', 'en']","['VC--SM', 'P', 'N5-MS', 'P', 'JQ--MP', 'N5-MP', 'P', 'N5-MS', 'P']",compuesto en principio por científicos expertos de renombre en,"una alto estándar en la revisión por pares . El ""_Scientific_Advisory_Board"" ,compuesto en principio por científicos expertos de renombre encampos relevantes , deberá asesorar no solo en_cuanto_a la revisión por pares",[],TRUE,no_det,M70_medicine_no_det
M70,Parties organisées,general,text_id g00342,"['construirá', 'en', 'unos', 'terrenos', 'de', '700.000', 'metros', 'cuadrados', 'de', 'el']","['VDU3S-', 'P', 'E6--MP', 'N5-MP', 'P', 'X', 'N5-MP', 'VC--PM', 'P', 'AMS']",construirá en unos terrenos de 700.000 metros cuadrados de el,"de el proyecto , en noviembre en Nueva_York . La Ciudad seconstruirá en unos terrenos de 700.000 metros cuadrados de elmonte Gaiás . El conjunto es el primero que ha diseñado Eisenman","['E6--MP', 'AMS']",FALSE,mix,M70_general_mix
M70,Parties organisées,general,text_id g20022,"['construir', 'en', 'el', 'país', 'una', 'cultura', 'democrática']","['VI----', 'P', 'AMS', 'N5-MS', 'E6--FS', 'N5-FS', 'JQ--FS']",construir en el país una cultura democrática,"cosas para ganar otras , sin que necesariamente signifique claudicación . Necesitamosconstruir en el país una cultura democrática. Todos los partidos pasamos por una crisis de identidad , requerimos","['AMS', 'E6--FS']",FALSE,mix,M70_general_mix
M70,Parties organisées,general,text_id g20035,"['construyen', 'en', 'el', 'barrio', 'de', 'Valdespartera', 'consigan', 'una', 'ganancia', 'de', 'el', '60']","['VDR3P-', 'P', 'AMS', 'N5-MS', 'P', 'N4666', 'VJR3P-', 'E6--FS', 'N5-FS', 'P', 'AMS', 'X']",construyen en el barrio de Valdespartera consigan una ganancia de el 60,ha desarrollado un modelo urbanístico para que las 9.000 viviendas que seconstruyen en el barrio de Valdespartera consigan una ganancia de el 60% en eficiencia energética frente a los pisos convencionales . La industria,"['AMS', 'E6--FS', 'AMS']",FALSE,mix,M70_general_mix
M70,Parties organisées,general,text_id g20548,"['construía', 'en', 'el', 'Carmel', 'era', 'una', 'pieza', 'idéntica', 'a', 'la']","['VDA6S-', 'P', 'AMS', 'N4666', 'VDA6S-', 'E6--FS', 'N5-FS', 'JQ--FS', 'P', 'AFS']",construía en el Carmel era una pieza idéntica a la,"procediócomo si fuese un intercambio de fichas . El túnel que seconstruía en el Carmel era una pieza idéntica a laprevista en Horta . Pero con la diferencia de que , según","['AMS', 'E6--FS', 'AFS']",FALSE,mix,M70_general_mix
M70,Parties organisées,general,text_id g20664,"['construidos', 'en', 'Turquía', 'ha', 'sido', 'retirada']","['VC--PM', 'P', 'N4666', 'VDR3S-', 'VC--SM', 'N5-FS']",construidos en Turquía ha sido retirada,"dos años , toda una generación de Fiat 124 y Renault 12construidos en Turquía ha sido retirada. El tráfico ahora parece europeo . El transporte aéreo también está",[],FALSE,no_det,M70_general_no_det
M70,Parties organisées,general,text_id g00395,"['construyendo', 'en', 'colaboración', 'con', 'varios', 'países']","['VG----', 'P', 'N5-FS', 'P', 'JQ--MP', 'N5-MP']",construyendo en colaboración con varios países,". El LHC es el nuevo acelerador que el laboratorio europeo estáconstruyendo en colaboración con varios países, incluido EEUU , y que empezará a funcionar en 2005 .",[],FALSE,no_det,M70_general_no_det
M70,Parties organisées,general,text_id g20694,"['construye', 'en', 'Finlandia', 'ya', 'incorpora', 'elementos', 'de', 'este', 'tipo']","['VDR3S-', 'P', 'N4666', 'D', 'VDR3S-', 'N5-MP', 'P', 'ED--MS', 'N5-MS']",construye en Finlandia ya incorpora elementos de este tipo,El reactor europeo de agua a presión ( EPR ) que seconstruye en Finlandia ya incorpora elementos de este tipo. Los residuos como reserva Mucho más peliagudo va a ser resolver,[],FALSE,no_det,M70_general_no_det
M70,Parties organisées,general,text_id g20124,"['construye', 'en', 'longitudes', 'de', 'a', 'metros']","['VDR3S-', 'P', 'N5-FP', 'P', 'P', 'N5-MP']",construye en longitudes de a metros,"barras de perfiles laminados , se miden con cinta métrica que seconstruye en longitudes de a metros. Las cintas métricas pueden ser de tela o de acero de",[],FALSE,no_det,M70_general_no_det
M70,Parties organisées,general,text_id g00557,"['Construido', 'en', 'poliestireno', 'claro', 'y', 'madera', 'bruta']","['VC--SM', 'P', 'N5-MS', 'JQ--MS', 'C', 'N5-FS', 'JQ--FS']",Construido en poliestireno claro y madera bruta,"se encuentra el taller de Van_Lieshoult , de la galería Fons_Welters .Construido en poliestireno claro y madera bruta, incluye un váter de dos pisos y una choza . Otros",[],FALSE,no_det,M70_general_no_det
M70,Parties organisées,general,text_id g20379,"['configuradas', 'en', 'Israel', 'en', 'los', 'últimos', 'años']","['VC--PF', 'P', 'N4666', 'P', 'AMP', 'JQ--MP', 'N5-MP']",configuradas en Israel en los últimos años,se a cabo supondrá una de las coaliciones mas importantes y fuertesconfiguradas en Israel en los últimos años. Portavoces de el sector oficialista liderados por Sharon aseguraban ayer noche,['AMP'],FALSE,def,M70_general_def
M70,Parties organisées,general,text_id g00321,"['construidos', 'en', 'España', 'en', 'el', 'siglo', 'XIX', 'y', 'uno']","['VC--PM', 'P', 'N4666', 'P', 'AMS', 'N5-MS', 'X', 'C', 'X']",construidos en España en el siglo XIX y uno,"que proyectara Francisco_Jareño y prosiguiera Antonio_Ruiz_de_Salces , uno de los mayores edificiosconstruidos en España en el siglo XIX y unode los primeros en usar masivamente el hierro , fundamento de sus",['AMS'],FALSE,def,M70_general_def
M70,Parties organisées,general,text_id g20677,"['construyeron', 'en', 'el', 'Barranco_del_Poleo', 'y', 'en', 'Lomo_Gallego']","['VDP3P-', 'P', 'AMS', 'N4666', 'C', 'P', 'N4666']",construyeron en el Barranco_del_Poleo y en Lomo_Gallego,"no controlado , gracias a los cortafuegos que las brigadas de extinciónconstruyeron en el Barranco_del_Poleo y en Lomo_Gallego, hacia donde avanzaban las llamas desde el Barranco_de_los_Hombres . Dos aviones",['AMS'],FALSE,def,M70_general_def
M70,Parties organisées,general,text_id g00587,"['construyó', 'en', 'París', 'el', 'Ircam', 'con', 'Pierre_Boulez', 'y', 'Luciano_Berio']","['VDP3S-', 'P', 'N4666', 'AMS', 'N4666', 'P', 'N4666', 'C', 'N4666']",construyó en París el Ircam con Pierre_Boulez y Luciano_Berio,"anteriores obras de el arquitecto , a partir de 1970 , cuandoconstruyó en París el Ircam con Pierre_Boulez y Luciano_Berio. ' Es cierto que soy un apasionado de la música ,",['AMS'],FALSE,def,M70_general_def
M70,Parties organisées,general,text_id g20725,"['construyendo', 'en', 'la', 'localidad', 'de', 'Sant_Sadurní']","['VG----', 'P', 'AFS', 'N5-FS', 'P', 'N4666']",construyendo en la localidad de Sant_Sadurní,piso de protección oficial adaptado para minusválidos de los que se estánconstruyendo en la localidad de Sant_Sadurní. Luego vio los planos : 42 m2y una única habitación .,['AFS'],FALSE,def,M70_general_def
M70,Parties organisées,computer_science,text_id i00123,"['construidas', 'en', 'la', 'demostración', 'de', 'el', 'teorema', '2.2']","['VC--PF', 'P', 'AFS', 'N5-FS', 'P', 'AMS', 'N5-MS', 'X']",construidas en la demostración de el teorema 2.2,un ejemplo pueda comprender se mejor la función de las distintas transicionesconstruidas en la demostración de el teorema 2.2. Consideremos los pasos que ejecuta el autómata de pila descrito en,"['AFS', 'AMS']",TRUE,def,M70_computer_science_def
M70,Parties organisées,computer_science,text_id i00014,"['construye', 'en', 'el', 'centro', 'de', 'documentación', 'de', 'acuerdo', 'con', 'las', 'necesidades']","['V8R6S-', 'P', 'AMS', 'N5-MS', 'P', 'N5-FS', 'P', 'N5-MS', 'P', 'AFP', 'N5-FP']",construye en el centro de documentación de acuerdo con las necesidades,"libre a los términos normalizados de el lenguaje documental , que seconstruye en el centro de documentación de acuerdo con las necesidadesde el centro documental . LA SITUACIÓN TECNOLÓGICA Y LA OFERTA DE","['AMS', 'AFP']",TRUE,def,M70_computer_science_def
M70,Parties organisées,computer_science,text_id i00150,"['componen', 'en', 'el', 'código', 'Braille']","['VDR3P-', 'P', 'AMS', 'N5-MS', 'N4666']",componen en el código Braille,"letra se pulsan simultáneamente las teclas correspondientes a los puntos que lacomponen en el código Braille. Nela solicitará a el niño que escriba una palabra , y",['AMS'],TRUE,def,M70_computer_science_def
M70,Parties organisées,computer_science,text_id i00134,"['configurado', 'en', 'una', 'cabeza', 'de', 'escritura']","['VC--SM', 'P', 'E6--FS', 'N5-FS', 'P', 'N5-FS']",configurado en una cabeza de escritura,caracteres precisan golpear sobre el papel el carácter preformado en relieve oconfigurado en una cabeza de escritura. La ventaja de este tipo de impresoras es que se pueden,['E6--FS'],TRUE,indef,M70_computer_science_indef
M70,Parties organisées,environment,text_id a00044,"['configuradas', 'en', 'el', 'curso', 'de', 'el', 'tiempo']","['VC--PF', 'P', 'AMS', 'N5-MS', 'P', 'AMS', 'N5-MS']",configuradas en el curso de el tiempo,significado distinto según cuáles sean las propiedades de las comunidades desarrolladas oconfiguradas en el curso de el tiempo. La lluvia y el viento afectan de manera muy diferente a,"['AMS', 'AMS']",TRUE,def,M70_environment_def
M70,Parties organisées,environment,text_id a00294,"['construye', 'en', 'la', 'interacción', 'de', 'el', 'individuo', 'con', 'el', 'medio']","['VDR3S-', 'P', 'AFS', 'N5-FS', 'P', 'AMS', 'N5-MS', 'P', 'AMS', 'N5-MS']",construye en la interacción de el individuo con el medio,"Desde el punto de vista epistemológico se entiende que el conocimiento seconstruye en la interacción de el individuo con el medio, por lo que la metodología investigativa da sentido a los objetivos","['AFS', 'AMS', 'AMS']",TRUE,def,M70_environment_def
M70,Parties organisées,environment,text_id a00322,"['construidos', 'en', 'los', 'años', 'setenta', 'en', 'los', 'países', 'nórdicos']","['VC--PM', 'P', 'AMP', 'N5-MP', 'X', 'P', 'AMP', 'N5-MP', 'JQ--MP']",construidos en los años setenta en los países nórdicos,"pretende dar respuesta , a modo de ejemplo , a aquellos edificiosconstruidos en los años setenta en los países nórdicos, energéticamente muy eficientes , pero tan herméticos que no podían respirar","['AMP', 'AMP']",TRUE,def,M70_environment_def
M70,Parties organisées,environment,text_id a00297,"['construido', 'en', 'el', 'Júcar', 'a', 'su', 'paso', 'por', 'Cuenca']","['VC--SM', 'P', 'AMS', 'N4666', 'P', 'JP636S', 'N5-MS', 'P', 'N4666']",construido en el Júcar a su paso por Cuenca,"constituyeran también áreas recreativas ( por ejemplo , la que se haconstruido en el Júcar a su paso por Cuenca) Dado que la fragmentación reduce la diversidad , los espacios naturales",['AMS'],TRUE,def,M70_environment_def
M70,Parties organisées,environment,text_id a00323,"['construyendo', 'en', 'España', '34', 'centrales', 'termosolares']","['VG----', 'P', 'N4666', 'X', 'N5-FP', 'JQ--6P']",construyendo en España 34 centrales termosolares,"5.2. Centrales en construcción . A fína les de marzo_de_2010 se estánconstruyendo en España 34 centrales termosolares, que suman una potencia de 1.590,5 MW , en su mayoría",[],TRUE,no_det,M70_environment_no_det
M70,Parties organisées,environment,text_id a00061,"['construido', 'en', 'España', 'muy', 'pocos', 'kilómetros', 'de', 'pantallas', 'acústicas']","['VC--SM', 'P', 'N4666', 'D', 'EF--MP', 'N5-MP', 'P', 'N5-FP', 'JQ--FP']",construido en España muy pocos kilómetros de pantallas acústicas,PREVISIBLE A CORTO PLAZO En comparación con otros países europeos se hanconstruido en España muy pocos kilómetros de pantallas acústicas. Es previsible que a_lo_largo_de los próximos años se instalen numerosas pantallas,[],TRUE,no_det,M70_environment_no_det
M70,Parties organisées,economy,text_id e00066,"['construidos', 'en', 'base', 'a', 'el', 'modelo', 'de', 'generaciones', 'sucesivas']","['VC--PM', 'P', 'N5-FS', 'P', 'AMS', 'N5-6S', 'P', 'N5-FP', 'JQ--FP']",construidos en base a el modelo de generaciones sucesivas,"( 1983 ) y T._Sargent ( 1987 ) están total o parcialmenteconstruidos en base a el modelo de generaciones sucesivas. En un contexto donde no hay incertidumbre , un horizonte temporal",['AMS'],TRUE,def,M70_economy_def
M70,Parties organisées,general,text_id g20076,"['construido', 'en', 'una', 'mina', 'de', 'Japón']","['VC--SM', 'P', 'E6--FS', 'N5-FS', 'P', 'N4666']",construido en una mina de Japón,"Koshiba confirmó y afinó los resultados de Davis con un nuevo detectorconstruido en una mina de Japón, llamado Kamiokande . Más recientemente impulsó la construcción de un detector",['E6--FS'],FALSE,indef,M70_general_indef
M70,Parties organisées,general,text_id g20894,"['construir', 'en', 'Milán', 'una', 'galería']","['VI----', 'P', 'N4666', 'E6--FS', 'N5-FS']",construir en Milán una galería,"Milán , Trieste , Hamburgo y Bruselas . En 1931 Luigi_de_Cristoforis decideconstruir en Milán una galeríaque llevase su nombre y que quiere que sea mucho mayor que",['E6--FS'],FALSE,indef,M70_general_indef
M72,Parties organisées,medicine,text_id m00368,"['el', 'ciclo', 'celular', 'son', 'una', 'serie', 'de', 'complejos', 'proteicas', 'compuestos', 'por']","['AMS', 'N5-MS', 'JQ--6S', 'VDR3P-', 'E6--FS', 'N5-FS', 'P', 'N5-MP', 'JQ--FP', 'N5-MP', 'P']",el ciclo celular son una serie de complejos proteicas compuestos por,dependientes de ciclinas Los « motores » que impulsan la progresión deel ciclo celular son una serie de complejos proteicas compuestos pordos subunidades : una ciclina y una quinasa de proteínas dependiente de,"['AMS', 'E6--FS']",TRUE,mix,M72_medicine_mix
M72,Parties organisées,medicine,text_id m00183,"['la', 'enzima', 'purificada', 'es', 'una', 'cadena', 'de', 'RNA', 'de', '375', 'nucleótidos']","['AFS', 'N5-6S', 'VC--SF', 'VDR3S-', 'E6--FS', 'N5-FS', 'P', 'N4666', 'P', 'X', 'N5-MP']",la enzima purificada es una cadena de RNA de 375 nucleótidos,"corta el xxx , ha sido purificada de E._coli . Parte dela enzima purificada es una cadena de RNA de 375 nucleótidosde longitud . La porción proteica de la enzima es por sí","['AFS', 'E6--FS']",TRUE,mix,M72_medicine_mix
M72,Parties organisées,computer_science,text_id i00079,"['la', 'producción', 'aplicada', 'y', 'xxx', 'es', 'una', 'cadena', 'de', 'símbolos', 'gramaticales']","['AFS', 'N5-FS', 'HFS', 'C', 'W', 'VDR3S-', 'E6--FS', 'N5-FS', 'P', 'N5-MP', 'JQ--6P']",la producción aplicada y xxx es una cadena de símbolos gramaticales,"puede escribir xxx donde xxx consta sólo de terminales , xxx esla producción aplicada y xxx es una cadena de símbolos gramaticales. Para subrayar el hecho de que xxx deriva a xxx por","['AFS', 'E6--FS']",TRUE,mix,M72_computer_science_mix
M72,Parties organisées,computer_science,text_id i00081,"['el', 'resultado', 'es', 'una', 'lista', 'de', 'colecciones', 'de', 'documentos']","['AMS', 'N5-MS', 'VDR3S-', 'E6--FS', 'N5-FS', 'P', 'N5-FP', 'P', 'N5-MP']",el resultado es una lista de colecciones de documentos,"define una solicitud por medio de el directorio de servicios fuente ,el resultado es una lista de colecciones de documentos. Para buscar la descripción de fuentes , el usuario debe introducir","['AMS', 'E6--FS']",TRUE,mix,M72_computer_science_mix
M72,Parties organisées,computer_science,text_id i00064,"['el', 'mensaje', 'es', 'una', 'lista', 'de', 'preguntas', 'comunes', 'relacionadas', 'con']","['AMS', 'N5-MS', 'VDR3S-', 'E6--FS', 'N5-FS', 'P', 'N5-FP', 'JQ--6P', 'VC--PF', 'P']",el mensaje es una lista de preguntas comunes relacionadas con,"rec.answers . Esto tiene sentido , ya que se puede ver queel mensaje es una lista de preguntas comunes relacionadas conla aviación , y consecuentemente es más probable hallar las en la","['AMS', 'E6--FS']",TRUE,mix,M72_computer_science_mix
M72,Parties organisées,computer_science,text_id i00076,"['La', 'respuesta', 'ha', 'sido', 'la', 'construcción', 'de', 'herramientas', 'computacionales']","['AFS', 'N5-FS', 'V8R6S-', 'VC--SM', 'AFS', 'N5-FS', 'P', 'N5-FP', 'JQ--6P']",La respuesta ha sido la construcción de herramientas computacionales,"de el prototipo hay que añadir también mayores cantidades de conocimiento .La respuesta ha sido la construcción de herramientas computacionales( lenguajes de representación , editores , interficies gráficas , metodologías ,","['AFS', 'AFS']",TRUE,def,M72_computer_science_def
M72,Parties organisées,computer_science,text_id i00090,"['Los', 'programas', 'integrados', 'son', 'series', 'de', 'programas']","['AMP', 'N5-MP', 'VC--PM', 'VDR3P-', 'N5-FP', 'P', 'N5-MP']",Los programas integrados son series de programas,"ya esta funcionalidad . Principales programas de efectos especiales Los programas integradosLos programas integrados son series de programasque se comunican entre sí y se complementan . Generalmente , comprenden",['AMP'],TRUE,def,M72_computer_science_def
M72,Parties organisées,computer_science,text_id i00066,"['el', 'resultado', 'es', 'la', 'lista', 'de', 'los', 'vértices', 'en', 'orden', 'de']","['AMS', 'N5-MS', 'VDR3S-', 'AFS', 'N5-FS', 'P', 'AMP', 'N5-MP', 'P', 'N5-6S', 'P']",el resultado es la lista de los vértices en orden de,"recursivamente todos los descendientes de un nodo ( incluido él mismo );el resultado es la lista de los vértices en orden devisita . Tal_como establece el invariante , los elementos de la lista","['AMS', 'AFS', 'AMP']",TRUE,def,M72_computer_science_def
M72,Parties organisées,computer_science,text_id i00133,"['las', 'fórmulas', 'atómicas', 'de', 'PROPLANG', 'son', 'series', 'de', 'caracteres', 'encerrados', 'entre', 'paréntesis']","['AFP', 'N5-FP', 'JQ--FP', 'P', 'N4666', 'VDR3P-', 'N5-FP', 'P', 'N5-MP', 'VC--PM', 'P', 'N5-M6']",las fórmulas atómicas de PROPLANG son series de caracteres encerrados entre paréntesis,"de el lenguaje definido por la gramática G2 dada antes en quelas fórmulas atómicas de PROPLANG son series de caracteres encerrados entre paréntesiscurvos , en vez de ser letras mayúsculas de un carácter ,",['AFP'],TRUE,def,M72_computer_science_def
M72,Parties organisées,law,text_id d00091,"['el', 'rendimiento', 'dieron', 'como', 'resultado', 'una', 'serie', 'de', 'medidas', 'puntuales']","['AMS', 'N5-MS', 'VDP3P-', 'D', 'VC--SM', 'E6--FS', 'N5-FS', 'P', 'N5-FP', 'JQ--6P']",el rendimiento dieron como resultado una serie de medidas puntuales,"la manifiesta preocupación de Margaret_Thatcher de someter la a la lógica deel rendimiento dieron como resultado una serie de medidas puntuales, cuyo escalonamiento en varios años disfrazó su coherencia . Nos limitaremos","['AMS', 'E6--FS']",TRUE,mix,M72_law_mix
M72,Parties organisées,linguistics,text_id l00361,"['Una', 'serie', 'temática', 'vertical', 'puede', 'ser', 'una', 'serie', 'de', 'conceptos', 'vertical']","['E6--FS', 'N5-FS', 'JQ--FS', 'JQ--6S', 'VDR3S-', 'VI----', 'E6--FS', 'N5-FS', 'P', 'N5-MP', 'N5-6S']",Una serie temática vertical puede ser una serie de conceptos vertical,"se puede tratar el tema subordinado sin implicar el tema superordinado .Una serie temática vertical puede ser una serie de conceptos vertical, pero no tiene por_qué ser lo necesariamente . Las series temáticas","['E6--FS', 'E6--FS']",TRUE,indef,M72_linguistics_indef
M72,Parties organisées,linguistics,text_id l00001,"['la', 'Ilustración', 'y', 'da', 'como', 'resultado', 'una', 'serie', 'de', 'diccionarios']","['AFS', 'N4666', 'C', 'VDR3S-', 'D', 'VC--SM', 'E6--FS', 'N5-FS', 'P', 'N5-MP']",la Ilustración y da como resultado una serie de diccionarios,"de una normalización terminológica de el léxico médico posee ya precedentes enla Ilustración y da como resultado una serie de diccionarios, enciclopedias y vocabularios que se fueron publicando principalmente a lo largo","['AFS', 'E6--FS']",TRUE,mix,M72_linguistics_mix
M72,Parties organisées,linguistics,text_id l00414,"['el', 'inglés', 'fueron', 'las', 'listas', 'de', 'palabras']","['AMS', 'N5-MS', 'VDP3P-', 'AFP', 'N5-FP', 'P', 'N5-FP']",el inglés fueron las listas de palabras,", entre las 2000 y las 4000 . Los vocabularios mínimos parael inglés fueron las listas de palabras, establecidas en_torno_a los años de la Segunda_Guerra_Mundial , que reducen a","['AMS', 'AFP']",TRUE,def,M72_linguistics_def
M72,Parties organisées,economy,text_id e00143,"['las', 'cadenas', 'de', 'tiendas', 'especializadas', 'fueron', 'las', 'cadenas', 'de', 'tiendas']","['AFP', 'N5-FP', 'P', 'N5-FP', 'JQ--FP', 'VDP3P-', 'AFP', 'N5-FP', 'P', 'N5-FP']",las cadenas de tiendas especializadas fueron las cadenas de tiendas,", con más de 200 tiendes en 1914 . Una variedad sobrelas cadenas de tiendas especializadas fueron las cadenas de tiendasque vendían una amplia gama de productos , los bazares . Algunas","['AFP', 'AFP']",TRUE,def,M72_economy_def
M72,Parties organisées,environment,text_id a00180,"['el', 'procedimiento', 'de', 'optimización', 'es', 'una', 'serie', 'de', 'límites', 'máximos', 'nacionales', 'de']","['AMS', 'N5-MS', 'P', 'N5-FS', 'VDR3S-', 'E6--FS', 'N5-FS', 'P', 'N5-MP', 'JQ--MP', 'JQ--6P', 'P']",el procedimiento de optimización es una serie de límites máximos nacionales de,el consumo de energía y la actividad agraria . El resultado deel procedimiento de optimización es una serie de límites máximos nacionales deemisión de cada contaminante acidificante ( véa se el cuadro 1 ),"['AMS', 'E6--FS']",TRUE,mix,M72_environment_mix
M72,Parties organisées,medicine,text_id m00904,"['las', 'estrategias', 'utilizadas', 'fue', 'la', 'construcción', 'de', 'genotecas', 'de', 'islas', 'libres']","['AFP', 'N5-FP', 'VC--PF', 'VDP3S-', 'AFS', 'N5-FS', 'P', 'N5-FP', 'P', 'N5-FP', 'JQ--6P']",las estrategias utilizadas fue la construcción de genotecas de islas libres,"el paso siguiente es la identificación de el gen . Una delas estrategias utilizadas fue la construcción de genotecas de islas libresde metilación o HTF ( Hpall_Tiny_Fragments ) , las cuales están asociadas","['AFP', 'AFS']",TRUE,def,M72_medicine_def
M72,Parties organisées,medicine,text_id m00036,"['LOS', 'GLICOSAMINOGLICANOS', 'SON', 'CADENAS', 'DE', 'POLISACÁRIDOS', 'ANIÁNICOS', 'FORMADAS', 'POR']","['AMP', 'N5-MP', 'VDR3P-', 'N5-FP', 'P', 'N5-MP', 'JQ--MP', 'VC--PF', 'P']",LOS GLICOSAMINOGLICANOS SON CADENAS DE POLISACÁRIDOS ANIÁNICOS FORMADAS POR,C-2 tiene un grupo amino acetilado en vez de el hidroxilo .LOS GLICOSAMINOGLICANOS SON CADENAS DE POLISACÁRIDOS ANIÁNICOS FORMADAS PORREPETICIÓN DE UNIDADES DE DISACÁRIDOS En la superficie celular y en la,['AMP'],TRUE,def,M72_medicine_def
M72,Parties organisées,medicine,text_id m00320,"['el', 'Proyecto_Genoma', 'es', 'la', 'construcción', 'de', 'mapas', 'físicos', 'y', 'genéticos']","['AMS', 'N4666', 'VDR3S-', 'AFS', 'N5-FS', 'P', 'N5-MP', 'JQ--MP', 'C', 'JQ--MP']",el Proyecto_Genoma es la construcción de mapas físicos y genéticos,de el bosque para ubicar los árboles . El primer objetivo deel Proyecto_Genoma es la construcción de mapas físicos y genéticosde baja resolución para ubicar en fases sucesivas niveles de resolución crecientes,"['AMS', 'AFS']",TRUE,def,M72_medicine_def
