cm,type,field,text_id,target_tokens,target_tags,sentence,context,det,specialized_lang,det_sum
M89,Types de parties,general,text_id g20030,"['La', 'enmienda', 'forma', 'parte', 'de', 'el', 'informe', 'no', 'vinculante', 'sobre']","['AFS', 'N5-FS', 'VDR3S-', 'N5-6S', 'P', 'AMS', 'N5-MS', 'D', 'JQ--6S', 'P']",La enmienda forma parte de el informe no vinculante sobre,formación profesional de grado superior aunque no hayan aprobado la reválida .La enmienda forma parte de el informe no vinculante sobrela Ley_de_Calidad que hoy votará el pleno de el Consejo_Escolar . ',"['AFS', 'AMS']",FALSE,def
M89,Types de parties,general,text_id g00288,"['el', 'desarrollo', 'no', 'forman', 'parte', 'de', 'las', 'respuestas', 'a', 'la', 'crisis']","['AMS', 'N5-MS', 'D', 'VDR3P-', 'N5-6S', 'P', 'AFP', 'N5-FP', 'P', 'AFS', 'N5-F6']",el desarrollo no forman parte de las respuestas a la crisis,"de vista , abrazado por algunos , de que los préstamos parael desarrollo no forman parte de las respuestas a la crisis, señaló , al_tiempo_que planteaba que instituciones como el BID aprovechen los","['AMS', 'AFP', 'AFS']",FALSE,def
M89,Types de parties,general,text_id g20894,"['el', 'partido', 'ni', 'formaba', 'parte', 'de', 'el', 'personal', 'eventual']","['AMS', 'N5-MS', 'C', 'VDA6S-', 'N5-6S', 'P', 'AMS', 'N5-6S', 'JQ--6S']",el partido ni formaba parte de el personal eventual,partido admitió que se equivocó con ella porque no era militante deel partido ni formaba parte de el personal eventual. La carta de requerimiento de pago fue recibida en el domicilio,"['AMS', 'AMS']",FALSE,def
M89,Types de parties,general,text_id g20392,"['el', 'anonimato', 'a', 'el', 'no', 'formar', 'parte', 'de', 'el', 'programa', 'olímpico']","['AMS', 'N5-MS', 'P', 'AMS', 'D', 'VI----', 'N5-6S', 'P', 'AMS', 'N5-MS', 'JQ--MS']",el anonimato a el no formar parte de el programa olímpico,", Asturias ) ya suma cinco títulos en una especialidad condenada ael anonimato a el no formar parte de el programa olímpico. En su momento , fue reserva de equipo español que acudió","['AMS', 'AMS', 'AMS']",FALSE,def
M89,Types de parties,economy,text_id e00083,"['los', 'pagos', 'de', 'transferencia', 'no', 'forman', 'parte', 'de', 'la', 'demanda', 'de', 'el', 'sector']","['AMP', 'N5-MP', 'P', 'N5-FS', 'D', 'VDR3P-', 'N5-6S', 'P', 'AFS', 'N5-FS', 'P', 'AMS', 'N5-MS']",los pagos de transferencia no forman parte de la demanda de el sector,"en el Capítulo 26 , página 367 ) . Por_lo_tanto , a_pesar_de_quelos pagos de transferencia no forman parte de la demanda de el sectorpúblico de bienes y servicios , afecta a la demanda influyendo en","['AMP', 'AFS', 'AMS']",TRUE,def
M89,Types de parties,general,text_id g00548,"['la', 'consulta', 'no', 'formarían', 'parte', 'de', 'el', 'módulo', 'de', 'procesamiento', 'de']","['AFS', 'N5-FS', 'D', 'VDC3P-', 'N5-6S', 'P', 'AMS', 'N5-MS', 'P', 'N5-MS', 'P']",la consulta no formarían parte de el módulo de procesamiento de,"de datos y el sistema de busqueda que proporciona los resultados dela consulta no formarían parte de el módulo de procesamiento deel lenguaje natural . Por otra parte , si el sistema experto","['AFS', 'AMS']",FALSE,def
M89,Types de parties,law,text_id d00146,"['el', 'derecho', 'a', 'casa-habitación', 'no', 'forma', 'parte', 'de', 'el', 'contenido', 'de', 'la', 'relación']","['AMS', 'N5-MS', 'P', 'N5-FS', 'D', 'VDR3S-', 'N5-6S', 'P', 'AMS', 'N5-MS', 'P', 'AFS', 'N5-FS']",el derecho a casa-habitación no forma parte de el contenido de la relación,"entiende que asiste la razón a la sentencia apelada cuando afirma queel derecho a casa-habitación no forma parte de el contenido de la relaciónfuncionarial a tenor de la legislación vigente . Por tanto , hay","['AMS', 'AMS', 'AFS']",TRUE,def
M89,Types de parties,law,text_id d00053,"['el', 'Parlamento_de_Cataluña', 'no', 'podrán', 'formar', 'parte', 'de', 'los', 'Consejos_de_Administración', 'de', 'estas', 'Entidades']","['AMS', 'N4666', 'D', 'VDU3P-', 'VI----', 'N5-6S', 'P', 'AMP', 'N4666', 'P', 'ED--FP', 'N4666']",el Parlamento_de_Cataluña no podrán formar parte de los Consejos_de_Administración de estas Entidades,"o el número de trabajadores lo hacen aconsejable . Los miembros deel Parlamento_de_Cataluña no podrán formar parte de los Consejos_de_Administración de estas Entidadesni ejercer las funciones de Director , salvo que una Ley lo","['AMS', 'AMP']",TRUE,def
M89,Types de parties,medicine,text_id m00890,"['los', 'tripletes', 'repetidos', 'no', 'forman', 'parte', 'de', 'la', 'proteína', 'y', 'se', 'localizan']","['AMP', 'N5-MP', 'VC--PM', 'D', 'VDR3P-', 'N5-6S', 'P', 'AFS', 'N5-FS', 'C', 'R6EZZZZ', 'VDR3P-']",los tripletes repetidos no forman parte de la proteína y se localizan,"en el síndrome frágil X , como en la distrofia muscular ,los tripletes repetidos no forman parte de la proteína y se localizanen los extremos de los genes FRAXA y DM respectivamente . En","['AMP', 'AFS']",TRUE,def
M89,Types de parties,linguistics,text_id l00049,"['la', 'terminología', 'no', 'forme', 'parte', 'de', 'los', 'intereses', 'tradicionales', 'de', 'la']","['AFS', 'N5-FS', 'D', 'VJR6S-', 'N5-6S', 'P', 'AMP', 'N5-MP', 'JQ--6P', 'P', 'AFS']",la terminología no forme parte de los intereses tradicionales de la,"con el conocimiento de el mundo real y , por_lo_tanto , quela terminología no forme parte de los intereses tradicionales de laeducación literaria , de la filología o de la lingüística . Con","['AFS', 'AMP', 'AFS']",TRUE,def
M89,Types de parties,medicine,text_id m00211,"['el', 'ADN', 'no', 'forman', 'parte', 'de', 'los', 'genes', 'propiamente', 'dichos']","['AMS', 'N4666', 'D', 'VDR3P-', 'N5-6S', 'P', 'AMP', 'N5-MP', 'D', 'VC--PM']",el ADN no forman parte de los genes propiamente dichos,"descubrir genes , ya que la mayoría de las bases que integranel ADN no forman parte de los genes propiamente dichos. Tampoco pondrá de manifiesto el proyecto genoma qué genes están implicados","['AMS', 'AMP']",TRUE,def
M89,Types de parties,general,text_id g20265,"['el', 'Parlament', 'no', 'forme', 'parte', 'de', 'los', 'pactos']","['AMS', 'N4666', 'D', 'VJR6S-', 'N5-6S', 'P', 'AMP', 'N5-MP']",el Parlament no forme parte de los pactos,"la conveniencia o no de que el cargo de el presidente deel Parlament no forme parte de los pactos. "" Todo es legítimo "" , señaló , y apuntó que","['AMS', 'AMP']",FALSE,def
M89,Types de parties,general,text_id g20841,"['Los', 'detenidos', 'no', 'formaban', 'parte', 'de', 'una', 'red', 'estructurada']","['AMP', 'N5-MP', 'D', 'VDA3P-', 'N5-6S', 'P', 'E6--FS', 'N5-FS', 'JQ--FS']",Los detenidos no formaban parte de una red estructurada,"hallaron tres pistolas , cinco escopetas y una pistola de fogueo .Los detenidos no formaban parte de una red estructurada, sino que se organizaban en varios grupos que actuaban en diferentes","['AMP', 'E6--FS']",FALSE,mix
M89,Types de parties,computer_science,text_id i00022,"['la', 'red', 'no', 'forma', 'parte', 'de', 'la', 'comunidad', 'Internet']","['AFS', 'N5-FS', 'D4', 'V8R6S-', 'N5-6S', 'P', 'AFS', 'N5-FS', 'N4666']",la red no forma parte de la comunidad Internet,"DDN 14200 Park_Meadow_Dr. , Suite 200 Chantilly , VA 22021 USA Sila red no forma parte de la comunidad Internet, se puede elegir una dirección IP de red arbitraria . En","['AFS', 'AFS']",TRUE,def
M89,Types de parties,law,text_id d00063,"['los', 'Magistrados', 'recusados', 'no', 'formarán', 'parte', 'de', 'la', 'Sala']","['AMP', 'N4666', 'VC--PM', 'D', 'VDU3P-', 'N5-6S', 'P', 'AFS', 'N4666']",los Magistrados recusados no formarán parte de la Sala,"jurisdiccional que no tengan otro superior común . A estos efectos ,los Magistrados recusados no formarán parte de la Sala. Una Sala formada por el Presidente_del_Tribunal_Supremo , los Presidentes_de_Sala y el","['AMP', 'AFS']",TRUE,def
M89,Types de parties,general,text_id g20340,"['el', 'tiempo', 'no', 'forma', 'parte', 'de', 'el', 'juego']","['AMS', 'N5-MS', 'D', 'VDR3S-', 'N5-6S', 'P', 'AMS', 'N5-MS']",el tiempo no forma parte de el juego,"la junto a la nieve fría de el invierno . Entonces ,el tiempo no forma parte de el juego. Sólo los cuerpos , mudos , cómplices de su historia .","['AMS', 'AMS']",FALSE,def
M89,Types de parties,general,text_id g20999,"['el', 'libro', 'no', 'forma', 'parte', 'de', 'el', 'magisterio', 'de', 'la', 'Iglesia']","['AMS', 'N5-MS', 'D', 'VDR3S-', 'N5-6S', 'P', 'AMS', 'N5-MS', 'P', 'AFS', 'N4666']",el libro no forma parte de el magisterio de la Iglesia,"su edición italiana . A_pesar_de haber sido escrito por el Papa ,el libro no forma parte de el magisterio de la Iglesia, según remarca el Romano_Pontífice . Este libro no es una obra","['AMS', 'AMS', 'AFS']",FALSE,def
M92,Expression du lieu : Région/endroit,general,text_id g20982,"['las', 'conexiones', 'ADSL', 'no', 'están', 'dentro', 'de', 'la', 'lista', 'de', 'aparatos']","['AFP', 'N5-FP', 'N4666', 'D', 'VDR3P-', 'D', 'P', 'AFS', 'N5-FS', 'P', 'N5-MP']",las conexiones ADSL no están dentro de la lista de aparatos,y DVDs . Se sabe que los discos duros de ordenador ylas conexiones ADSL no están dentro de la lista de aparatosque Industria considera que dañan directamente la propiedad intelectual . Tampoco están,"['AFP', 'AFS']",FALSE,def
M92,Expression du lieu : Région/endroit,medicine,text_id m00183,"['la', 'proteína', 'radioactivo', 'está', 'dentro', 'de', 'la', 'célula', 'y', 'no', 'puede']","['AFS', 'N5-FS', 'JQ--MS', 'VDR3S-', 'D', 'P', 'AFS', 'N5-FS', 'C', 'D', 'VDR3S-']",la proteína radioactivo está dentro de la célula y no puede,"de un tiempo a 37 ° C , la mayor parte dela proteína radioactivo está dentro de la célula y no puedeextraer se con EDTA . Etapas iniciales de la endocitosis mediada por","['AFS', 'AFS']",TRUE,def
M92,Expression du lieu : Région/endroit,computer_science,text_id i00066,"['el', 'elemento', 'está', 'dentro', 'de', 'el', 'vector', 'o', 'no', 'y']","['AMS', 'N5-MS', 'V8R6S-', 'D4', 'P', 'AMS', 'N5-MS', 'C', 'D4', 'C']",el elemento está dentro de el vector o no y,"devuelve una tupla de dos valores : un booleano que indica siel elemento está dentro de el vector o no y, en caso de que esté , el índice de la primera","['AMS', 'AMS']",TRUE,def
M93,Expression du lieu : Région/endroit,environment,text_id a00311,"['el', 'modelo', 'no', 'incorpora', 'datos', 'de', 'depredación', 'natural']","['AMS', 'N5-6S', 'D', 'VDR3S-', 'N5-MP', 'P', 'N5-FS', 'JQ--6S']",el modelo no incorpora datos de depredación natural,"para la especie P . fasciatum es igual a cero , dondeel modelo no incorpora datos de depredación naturalpara esta especie . De igual forma , presenta el nivel trófico",['AMS'],TRUE,def
M93,Expression du lieu : Région/endroit,law,text_id d00085,"['el', 'testamento', 'posterior', 'no', 'contenga', 'institución', 'de', 'heredero']","['AMS', 'N5-MS', 'JQ--6S', 'D', 'VJR6S-', 'N5-FS', 'P', 'N5-MS']",el testamento posterior no contenga institución de heredero,"expresamente en el testamento posterior que valga el anterior revocado , aunqueel testamento posterior no contenga institución de heredero, siempre que se confirme la institución de uno , al_menos ,",['AMS'],TRUE,def
M93,Expression du lieu : Région/endroit,law,text_id d00028,"['el', 'título', 'no', 'contuviere', 'defectos']","['AMS', 'N5-MS', 'D', 'VJU6S-', 'N5-MP']",el título no contuviere defectos,"la práctica de los asientos . Efectos de la calificación 1. Siel título no contuviere defectos, se practicarán inmediatamente los asientos solicitados , extendiendo a el pie",['AMS'],TRUE,def
M93,Expression du lieu : Région/endroit,computer_science,text_id i00163,"['los', 'datos', 'almacenados', 'no', 'contienen', 'información', 'sensible', 'a', 'la']","['AMP', 'N5-MP', 'VC--PM', 'D', 'VDR3P-', 'N5-FS', 'JQ--6S', 'P', 'AFS']",los datos almacenados no contienen información sensible a la,uso común . Además se deben emplear mecanismos para asegurar se quelos datos almacenados no contienen información sensible a laprivacidad de los usuarios . Dispositivos : La integridad de los dispositivos,"['AMP', 'AFS']",TRUE,def
M93,Expression du lieu : Région/endroit,law,text_id d00031,"['la', 'Directiva', 'no', 'contiene', 'una', 'referencia', 'precisa', 'a', 'este']","['AFS', 'N4666', 'D', 'VDR3S-', 'E6--FS', 'N5-FS', 'JQ--FS', 'P', 'ED--MS']",la Directiva no contiene una referencia precisa a este,"es el carácter retribuido de el agente . La definición ofrecida porla Directiva no contiene una referencia precisa a esteextremo , pero se deduce expresamente de ella a el excluir de","['AFS', 'E6--FS']",TRUE,mix
M93,Expression du lieu : Région/endroit,law,text_id d00158,"['el', 'auto', 'no', 'contiene', 'declaración', 'ninguna', 'de', 'inadmisibilidad']","['AMS', 'N5-MS', 'D', 'VDR3S-', 'N5-FS', 'EN--66', 'P', 'N5-FS']",el auto no contiene declaración ninguna de inadmisibilidad,"el auto apelado como argumento a_mayor_abundamiento . Pero la parte dispositiva deel auto no contiene declaración ninguna de inadmisibilidadde el incidente de inejecución , por lo que no procede hacer",['AMS'],TRUE,def
M93,Expression du lieu : Région/endroit,law,text_id d00158,"['la', 'sentencia', 'apelada', 'por', 'no', 'contener', 'pronunciamiento', 'alguno', 'sobre', 'la']","['AFS', 'N5-FS', 'VC--SF', 'P', 'D', 'VI----', 'N5-MS', 'RN-----', 'P', 'AFS']",la sentencia apelada por no contener pronunciamiento alguno sobre la,"formulado en el presente recurso de apelación , la parte apelante atacala sentencia apelada por no contener pronunciamiento alguno sobre laexcepción de prescripción de la acción , excepción que fue opuesta a","['AFS', 'AFS']",TRUE,def
M93,Expression du lieu : Région/endroit,law,text_id d00029,"['los', 'Estatutos', 'no', 'contener', 'una', 'previsión', 'a', 'este', 'último']","['AMP', 'N4666', 'D', 'VI----', 'E6--FS', 'N5-FS', 'P', 'ED--MS', 'JQ--MS']",los Estatutos no contener una previsión a este último,"Entidad autorizada , en la forma prevista por los Estatutos . Silos Estatutos no contener una previsión a este últimorespecto , el depósito podrá hacer se en el domicilio social .","['AMP', 'E6--FS']",TRUE,mix
M93,Expression du lieu : Région/endroit,law,text_id d00159,"['la', 'Orden_Ministerial', 'recurrida', 'no', 'contiene', 'norma', 'alguna', 'sobre', 'compatibilidad']","['AFS', 'N4666', 'JQ--FS', 'D', 'VDR3S-', 'N5-FS', 'EN--66', 'P', 'N5-FS']",la Orden_Ministerial recurrida no contiene norma alguna sobre compatibilidad,"de septiembre - infracción la denunciada que tenemos que rechazar , puesla Orden_Ministerial recurrida no contiene norma alguna sobre compatibilidado incompatibilidad en el desempeño de la función de que se trata",['AFS'],TRUE,def
M93,Expression du lieu : Région/endroit,law,text_id d00115,"['El', 'Libro_Blanco', 'no', 'sólo', 'contiene', 'la', 'propuesta', 'de', 'reforma']","['AMS', 'N4666', 'D', 'D', 'VDR3S-', 'AFS', 'N5-FS', 'P', 'N5-FS']",El Libro_Blanco no sólo contiene la propuesta de reforma,", el Gobierno presentó en 1989 el Libro_Blanco para la Reforma_del_Sistema_Educativo .El Libro_Blanco no sólo contiene la propuesta de reforma, perfilada ya de manera definitiva , sino que incorpora un arduo","['AMS', 'AFS']",TRUE,def
M93,Expression du lieu : Région/endroit,law,text_id d00100,"['las', 'fiestas', 'ni', 'se', 'contiene', 'explicación', 'alguna', 'de', 'el']","['AFP', 'N5-FP', 'C', 'R6EZZZZ', 'VDR3S-', 'N5-FS', 'EN--66', 'P', 'AMS']",las fiestas ni se contiene explicación alguna de el,"se dice sobre la necesidad de regular de nuevo el tema delas fiestas ni se contiene explicación alguna de elcitado cambio , parece ser que la razón de el mismo responde","['AFP', 'AMS']",TRUE,def
M93,Expression du lieu : Région/endroit,computer_science,text_id i00123,"['la', 'cadena', 'vacía', 'no', 'contiene', 'símbolos']","['AFS', 'N5-FS', 'JQ--FS', 'D4', 'VDR3S-', 'N5-MP']",la cadena vacía no contiene símbolos,"por lo que la representamos con el símbolo xxx . Recalcamos quela cadena vacía no contiene símbolos; por_lo_tanto , un autómata finito determinista aceptará xxx si y sólo",['AFS'],TRUE,def
M93,Expression du lieu : Région/endroit,computer_science,text_id i00081,"['el', 'título', 'puede', 'no', 'contener', 'palabras']","['AMS', 'N5-MS', 'V8R6S-', 'D4', 'VI----', 'N5-FP']",el título puede no contener palabras,"que es una historia sobre relaciones personales . Por otro lado ,el título puede no contener palabrasque describan el tema . Por ejemplo , aunque Lo que el",['AMS'],TRUE,def
M93,Expression du lieu : Région/endroit,computer_science,text_id i00133,"['los', 'registros', 'de', 'conexión', 'no', 'contuvieran', 'el', 'campo', 'pieza', 'o', 'un']","['AMP', 'N5-MP', 'P', 'N5-FS', 'D4', 'VJA3P-', 'AMS', 'N5-MS', 'N5-FS', 'C', 'J6--MS']",los registros de conexión no contuvieran el campo pieza o un,"registros de conexión para encontrar el número de la pieza . Silos registros de conexión no contuvieran el campo pieza o unapuntador a los registros pieza , entonces el sistema tendría que buscar","['AMP', 'AMS']",TRUE,def
M93,Expression du lieu : Région/endroit,computer_science,text_id i00078,"['La', 'zona', '4', 'no', 'contiene', 'el', 'ítem', 'muñeca', 'y', 'las']","['AFS', 'N5-FS', 'X', 'D4', 'VDR3S-', 'AMS', 'N5-MS', 'N5-FS', 'C', 'AFP']",La zona 4 no contiene el ítem muñeca y las,"contienen el ítem « negro » y el ítem « muñeca ».La zona 4 no contiene el ítem muñeca y laszonas 1 , 3 , y 5 no contienen el ítem negro","['AFS', 'AMS', 'AFP']",TRUE,def
M93,Expression du lieu : Région/endroit,computer_science,text_id i00022,"['El', 'nombre', 'no', 'puede', 'contener', 'espacios']","['AMS', 'N5-MS', 'D4', 'V8R6S-', 'VI----', 'N5-MP']",El nombre no puede contener espacios,"el nombre de el sistema asociado con la dirección interred indicada .El nombre no puede contener espacios, tabuladores , números () ni caracteres de final de línea ,",['AMS'],TRUE,def
M93,Expression du lieu : Région/endroit,computer_science,text_id i00135,"['las', 'cubetas', 'no', 'deben', 'contener', 'las', 'palabras', 'mismas']","['AFP', 'N5-FP', 'D4', 'VDR3P-', 'VI----', 'AFP', 'N5-FP', 'EN--FP']",las cubetas no deben contener las palabras mismas,". Si las palabras son de longitud variable , las celdas delas cubetas no deben contener las palabras mismas, sino que deben constar de dos apuntadores , uno para enlazar","['AFP', 'AFP']",TRUE,def
M93,Expression du lieu : Région/endroit,medicine,text_id m00246,"['el', 'segmento', 'N-terminal', 'no', 'contiene', 'el', 'sitio', 'de', 'rotura']","['AMS', 'N5-MS', 'N4666', 'D', 'VDR3S-', 'AMS', 'N5-MS', 'P', 'N5-FS']",el segmento N-terminal no contiene el sitio de rotura,"es necesaria para que se produzca la importación apropiada , ya queel segmento N-terminal no contiene el sitio de rotura. Las proteínas importadas por la mitocondria pueden localizar se en la","['AMS', 'AMS']",TRUE,def
M93,Expression du lieu : Région/endroit,medicine,text_id m00906,"['el', 'gen', 'CD69', 'no', 'contiene', 'el', 'exón']","['AMS', 'N5-MS', 'N4666', 'D', 'VDR3S-', 'AMS', 'N5-MS']",el gen CD69 no contiene el exón,"de tipo lectinas , pero a diferencia de NKRPI y Ly-49 ,el gen CD69 no contiene el exónque codifica para la región de el cuello entre el dominio transmembrana","['AMS', 'AMS']",TRUE,def
M93,Expression du lieu : Région/endroit,medicine,text_id m00351,"['Las', 'bacterias', 'sin', 'tratar', 'no', 'incorporarán', 'DNA', 'de', 'forma', 'significativa']","['AFP', 'N5-FP', 'P', 'VI----', 'D', 'VDU3P-', 'N4666', 'P', 'N5-FS', 'JQ--FS']",Las bacterias sin tratar no incorporarán DNA de forma significativa,"restricción , el cual en condiciones normales degradaría el DNA extraño .Las bacterias sin tratar no incorporarán DNA de forma significativa, y por tanto han de tratar se previamente para hacer las",['AFP'],TRUE,def
M93,Expression du lieu : Région/endroit,medicine,text_id m00198,"['Los', 'procariotas', 'no', 'contienen', 'organelos', 'unidos', 'a', 'la']","['AMP', 'N5-MP', 'D', 'VDR3P-', 'N5-MP', 'VC--PM', 'P', 'AFS']",Los procariotas no contienen organelos unidos a la,"funciones básicas de las células animales y vegetales son idénticas generalmente .Los procariotas no contienen organelos unidos a lamembrana . Las proteínas , el ARN y el ADN son macromoléculas","['AMP', 'AFS']",TRUE,def
M93,Expression du lieu : Région/endroit,medicine,text_id m00159,"['Las', 'micelas', 'prácticamente', 'no', 'contienen', 'triglicéridos', 'intactos']","['AFP', 'N5-FP', 'D', 'D', 'VDR3P-', 'N5-MP', 'JQ--MP']",Las micelas prácticamente no contienen triglicéridos intactos,sus caras más polares mirando hacia el exterior de la micela .Las micelas prácticamente no contienen triglicéridos intactos. Los ácidos biliares deben encontrar se a una determinada concentración denominada,['AFP'],TRUE,def
M93,Expression du lieu : Région/endroit,medicine,text_id m00181,"['el', 'músculo', 'liso', 'no', 'contiene', 'troponina']","['AMS', 'N5-MS', 'JQ--MS', 'D', 'VDR3S-', 'N5-FS']",el músculo liso no contiene troponina,"por cambios en el ambiente químico de la fibra . Sin_embargo ,el músculo liso no contiene troponina, la proteína reguladora que es activada por los iones de calcio",['AMS'],TRUE,def
M93,Expression du lieu : Région/endroit,medicine,text_id m00181,"['la', 'dentina', 'no', 'contiene', 'osteoblastos']","['AFS', 'N5-FS', 'D', 'VDR3S-', 'N5-MP']",la dentina no contiene osteoblastos,"hueso . La principal diferencia radica en la organización histológica , puesla dentina no contiene osteoblastos, osteocitos , osteoclastos o espacios para los vasos sanguíneos o los",['AFS'],TRUE,def
M93,Expression du lieu : Région/endroit,linguistics,text_id l00018,"['el', 'producto', 'no', 'contenga', 'alcohol']","['AMS', 'N5-MS', 'D', 'VJR6S-', 'N5-MS']",el producto no contenga alcohol,"una botella de cerveza se lea sin alcohol , no significa queel producto no contenga alcohol. Por ley , el grado de alcohol debe ser muy bajo",['AMS'],TRUE,def
M93,Expression du lieu : Région/endroit,linguistics,text_id l00492,"['la', 'base', 'de', 'datos', 'no', 'contiene', 'el', 'término', 'exacto']","['AFS', 'N5-FS', 'P', 'N5-MP', 'D', 'VDR3S-', 'AMS', 'N5-MS', 'JQ--MS']",la base de datos no contiene el término exacto,"pertinencia decreciente . El sistema de interrogación permite obtener respuesta incluso cuandola base de datos no contiene el término exacto, cumpliendo lo que se conoce como principio de ponderación sintagmática .","['AFS', 'AMS']",TRUE,def
M93,Expression du lieu : Région/endroit,linguistics,text_id l00238,"['el', 'holandés', 'contemporáneo', 'no', 'contiene', 'frases', 'como', 'las']","['AMS', 'N5-MS', 'JQ--MS', 'D', 'VDR3S-', 'N5-FP', 'D', 'AFP']",el holandés contemporáneo no contiene frases como las,"es , sin_embargo , el hecho de que el fondo común deel holandés contemporáneo no contiene frases como lasque acabamos de citar , simplemente porque a el hablante nativo de","['AMS', 'AFP']",TRUE,def
M93,Expression du lieu : Région/endroit,linguistics,text_id l00295,"['las', 'entradillas', 'no', 'contienen', 'ejemplos', 'numerados']","['AFP', 'N5-FP', 'D', 'VDR3P-', 'N5-MP', 'VC--PM']",las entradillas no contienen ejemplos numerados,la entradilla que contienen las entradas analíticas correspondientes ( recuérde se quelas entradillas no contienen ejemplos numerados) . Otras veces se han añadido a el diccionario para proporcionar,['AFP'],TRUE,def
M93,Expression du lieu : Région/endroit,law,text_id d00356,"['una', 'norma', 'de', 'comportamiento', 'ni', 'contenía', 'una', 'orden']","['E6--FS', 'N5-FS', 'P', 'N5-MS', 'C', 'VDA6S-', 'E6--FS', 'N5-6S']",una norma de comportamiento ni contenía una orden,"la resolución impugnada que sanciona a el actor , no se establecíauna norma de comportamiento ni contenía una ordenque permitiese tipificar la infracción por su incumplimiento , siendo que la","['E6--FS', 'E6--FS']",TRUE,indef
M93,Expression du lieu : Région/endroit,law,text_id d00364,"['la', 'Declaración', 'de', '1998', 'contenía', 'una', 'visión', 'de', 'la', 'no']","['AFS', 'N4666', 'P', 'X', 'VDA6S-', 'E6--FS', 'N5-FS', 'P', 'AFS', 'D']",la Declaración de 1998 contenía una visión de la no,"la discriminación en el empleo y la ocupación , se interpretó quela Declaración de 1998 contenía una visión de la nodiscriminación que impulsaba la consecución de una igualdad sustantiva , y no","['AFS', 'E6--FS', 'AFS']",TRUE,mix
M93,Expression du lieu : Région/endroit,linguistics,text_id l00299,"['el', 'Duden', 'no', 'incorpora', 'antropónimos', 'ni', 'siquiera', 'en']","['AMS', 'N4666', 'D', 'VDR3S-', 'N5-MP', 'C', 'C', 'P']",el Duden no incorpora antropónimos ni siquiera en,"un río y sus cauces laterales . xxx Tratamientos y títulos Si_bienel Duden no incorpora antropónimos ni siquiera enalemán , incluye una serie de tratamientos en su ortografía española original",['AMS'],TRUE,def
M93,Expression du lieu : Région/endroit,medicine,text_id m00457,"['La', 'proteína', 'A', 'contiene', 'hierro', 'no', 'he', 'me']","['AFS', 'N5-FS', 'P', 'VDR3S-', 'N5-MS', 'D', 'VDR1S-', 'REE616S']",La proteína A contiene hierro no he me,"Methylococcus_capsulatus consiste de tres proteínas : A , B y C .La proteína A contiene hierro no he mey azufre , mientras que la proteína B posee un grupo prostético",['AFS'],TRUE,def
M93,Expression du lieu : Région/endroit,medicine,text_id m00857,"['las', 'laminillas', 'analizadas', 'no', 'contienen', 'células', 'cervicales']","['AFP', 'N5-FP', 'VC--PF', 'D', 'VDR3P-', 'N5-FP', 'JQ--6P']",las laminillas analizadas no contienen células cervicales,"índole , por ejemplo , se sabe que el 40 % delas laminillas analizadas no contienen células cervicales, por lo que el diagnóstico resulta imposible . El nivel de",['AFP'],TRUE,def
M93,Expression du lieu : Région/endroit,general,text_id g20348,"['las', 'golosinas', 'no', 'contienen', 'grasas']","['AFP', 'N5-FP', 'D', 'VDR3P-', 'N5-FP']",las golosinas no contienen grasas,"dieta sana si su consumo es ocasional o moderado y subrayan quelas golosinas no contienen grasas, no son el único factor de problemas dentales , que un",['AFP'],FALSE,def
M93,Expression du lieu : Région/endroit,general,text_id g20037,"['El', 'mensaje', 'de', 'ETA', 'no', 'contiene', 'novedad', 'alguna', 'respecto_a', 'su']","['AMS', 'N5-MS', 'P', 'N4666', 'D', 'VDR3S-', 'N5-FS', 'EN--66', 'D', 'JP636S']",El mensaje de ETA no contiene novedad alguna respecto_a su,"Estados opresores ' , en directa referencia a España y Francia .El mensaje de ETA no contiene novedad alguna respecto_a suposición en favor de la violencia desde que rompió la tregua hace",['AMS'],FALSE,def
M93,Expression du lieu : Région/endroit,general,text_id g00499,"['los', 'mensajes', 'captados', 'no', 'contenían', 'indicaciones', 'precisas', 'sobre', 'la']","['AMP', 'N5-MP', 'VC--PM', 'D', 'VDA3P-', 'N5-FP', 'JQ--FP', 'P', 'AFS']",los mensajes captados no contenían indicaciones precisas sobre la,"las órdenes directas de el presidente George_W . Bush , declaró quelos mensajes captados no contenían indicaciones precisas sobre laposible naturaleza de los ataques . El diario The_Washington_Post publicó ayer que","['AMP', 'AFS']",FALSE,def
M93,Expression du lieu : Région/endroit,general,text_id g20473,"['el', 'coche', 'ametrallado', 'no', 'contuviera', 'trampas', 'explosivas']","['AMS', 'N5-MS', 'VC--SM', 'D', 'VJA6S-', 'N5-FP', 'JQ--FP']",el coche ametrallado no contuviera trampas explosivas,"tiempo en que , a el parecer , se cercioraron de queel coche ametrallado no contuviera trampas explosivas, cargaron a los tres heridos y a el agente fallecido en",['AMS'],FALSE,def
